Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Travel_Rarely,946,Human Resources,9,3,Life Sciences,1,1,3,Female,81,2,1,Manufacturing Director,3,Married,6237,6814,1,Y,No,13,3,4,80,1,27,3,3,9,8,0,0
32,No,Travel_Rarely,432,Sales,7,1,Technical Degree,1,1084,1,Female,56,3,2,Sales Executive,2,Married,5806,15921,1,Y,No,11,3,3,80,1,19,2,3,3,6,0,1
25,No,Travel_Rarely,1029,Research & Development,3,4,Medical,1,1712,4,Female,43,3,3,Manager,3,Married,11505,4179,0,Y,No,12,4,4,80,1,26,3,3,6,3,4,7
27,No,Travel_Rarely,793,Research & Development,4,3,Life Sciences,1,1838,4,Female,80,4,2,Laboratory Technician,4,Divorced,19738,9207,4,Y,No,19,3,4,80,2,4,4,1,5,2,15,1
34,No,Travel_Rarely,1149,Research & Development,8,3,Life Sciences,1,1955,3,Male,100,3,2,Sales Executive,3,Married,5074,4526,8,Y,No,12,3,4,80,1,18,3,3,23,2,0,3
44,No,Travel_Frequently,1399,Research & Development,3,1,Medical,1,1988,4,Male,60,3,1,Laboratory Technician,3,Married,1711,22867,1,Y,No,14,3,2,80,1,11,3,3,7,10,1,7
27,No,Travel_Frequently,1243,Sales,6,5,Life Sciences,1,1504,3,Male,81,3,1,Laboratory Technician,3,Single,7251,18269,5,Y,No,12,3,4,80,0,14,2,3,13,1,1,8
41,No,Travel_Rarely,584,Research & Development,4,4,Life Sciences,1,1613,3,Male,69,3,1,Research Scientist,3,Married,1740,16135,2,Y,No,16,3,4,80,3,4,5,3,22,0,11,7
26,No,Travel_Rarely,1161,Sales,4,4,Medical,1,1664,1,Male,94,3,1,Research Scientist,3,Single,10002,11532,0,Y,Yes,16,3,3,80,1,14,5,4,7,0,2,10
36,No,Non-Travel,1399,Research & Development,2,1,Technical Degree,1,636,4,Male,37,2,2,Sales Executive,4,Single,5766,26999,2,Y,No,12,3,1,80,0,23,2,3,1,5,0,7
45,No,Travel_Rarely,615,Research & Development,10,4,Life Sciences,1,845,1,Male,90,3,5,Research Scientist,4,Married,2465,11218,4,Y,No,12,3,4,80,0,3,3,3,4,1,0,1
55,Yes,Travel_Rarely,1186,Research & Development,24,3,Marketing,1,930,4,Male,32,2,1,Research Scientist,4,Married,4054,16057,1,Y,Yes,16,4,4,80,0,5,4,3,2,0,0,0
24,No,Travel_Rarely,1140,Sales,24,4,Medical,1,175,2,Female,30,3,4,Research Scientist,4,Divorced,6181,9977,2,Y,No,23,3,3,80,0,4,3,3,2,0,0,2
34,No,Travel_Rarely,530,Research & Development,7,4,Other,1,734,2,Male,77,2,3,Sales Executive,2,Married,3799,18181,7,Y,No,18,3,4,80,1,5,3,3,18,9,0,1
29,No,Travel_Rarely,762,Research & Development,13,4,Marketing,1,1453,4,Male,42,3,2,Laboratory Technician,3,Single,6187,22564,4,Y,No,16,3,3,80,0,13,3,4,7,6,0,1
32,No,Non-Travel,938,Research & Development,4,3,Medical,1,284,3,Female,81,3,4,Research Scientist,3,Single,3348,22766,3,Y,No,12,3,1,80,1,5,2,2,2,8,4,9
43,No,Travel_Rarely,1140,Research & Development,4,4,Life Sciences,1,358,4,Male,54,3,1,Sales Representative,2,Married,4080,5562,1,Y,Yes,15,3,1,80,1,22,3,3,8,10,0,2
47,No,Travel_Rarely,316,Research & Development,4,5,Medical,1,1616,1,Male,81,2,2,Healthcare Representative,4,Married,3591,22534,2,Y,No,14,4,3,80,0,5,3,3,6,3,0,4
40,Yes,Travel_Rarely,948,Sales,23,1,Medical,1,1117,1,Male,85,3,3,Laboratory Technician,3,Single,16919,14322,5,Y,Yes,17,4,4,80,0,16,1,2,6,3,1,6
41,Yes,Travel_Rarely,1432,Research & Development,3,2,Technical Degree,1,1606,1,Female,95,2,2,Research Scientist,4,Single,3050,4253,7,Y,Yes,11,4,1,80,2,9,3,3,9,9,1,7
35,No,Travel_Rarely,370,Research & Development,18,4,Technical Degree,1,1629,3,Male,57,3,2,Laboratory Technician,3,Divorced,2928,18892,1,Y,No,18,3,4,80,1,10,3,4,14,0,1,2
43,No,Travel_Rarely,1432,Research & Development,5,1,Life Sciences,1,337,4,Male,92,3,1,Laboratory Technician,2,Divorced,14275,4120,1,Y,Yes,22,4,1,80,1,4,3,3,15,1,11,7
34,No,Travel_Rarely,997,Research & Development,2,4,Life Sciences,1,1579,3,Female,42,2,2,Research Director,1,Divorced,4595,12592,3,Y,No,17,3,3,80,0,8,2,4,8,7,1,4
19,No,Travel_Rarely,340,Human Resources,11,4,Medical,1,36,4,Male,97,2,1,Research Scientist,3,Single,9937,16346,1,Y,No,18,3,4,80,1,8,3,2,5,3,0,8
40,No,Travel_Rarely,921,Research & Development,5,2,Medical,1,1046,3,Male,39,3,2,Sales Executive,4,Married,8411,17747,3,Y,No,13,3,1,80,1,1,2,4,5,0,1,2
58,No,Non-Travel,935,Research & Development,2,2,Life Sciences,1,331,3,Male,44,2,3,Sales Executive,2,Married,4666,21773,4,Y,No,13,3,2,80,0,24,4,3,5,14,1,3
33,No,Travel_Rarely,562,Sales,8,4,Life Sciences,1,735,4,Female,79,3,1,Healthcare Representative,3,Single,3640,19368,8,Y,No,21,3,3,80,1,23,5,3,5,2,1,7
33,No,Travel_Rarely,1421,Research & Development,2,4,Life Sciences,1,1604,4,Male,93,3,2,Manufacturing Director,3,Single,10556,13240,1,Y,No,14,3,4,80,1,30,2,3,7,7,1,4
46,No,Travel_Rarely,321,Research & Development,29,4,Life Sciences,1,297,4,Male,51,2,2,Research Scientist,3,Divorced,3696,17673,1,Y,No,13,4,3,80,3,7,3,2,5,0,15,3
44,No,Travel_Rarely,102,Sales,4,4,Medical,1,1270,4,Male,33,3,2,Sales Representative,2,Married,5277,4497,5,Y,No,19,3,4,80,0,13,3,3,8,6,13,6
32,No,Travel_Rarely,1364,Sales,10,4,Life Sciences,1,663,1,Male,98,3,2,Laboratory Technician,1,Married,5887,19615,4,Y,No,13,3,1,80,1,4,5,4,4,1,2,4
28,Yes,Travel_Frequently,688,Research & Development,1,1,Life Sciences,1,1736,4,Female,54,3,2,Laboratory Technician,2,Single,4150,21403,2,Y,Yes,13,3,3,80,0,4,1,4,7,8,2,3
37,No,Travel_Rarely,1178,Research & Development,5,4,Marketing,1,1774,3,Female,50,3,1,Manufacturing Director,2,Married,2828,9115,9,Y,No,14,3,3,80,1,8,3,2,3,2,0,1
46,No,Travel_Rarely,1442,Research & Development,22,3,Life Sciences,1,1774,4,Male,75,2,4,Laboratory Technician,3,Single,4096,11196,2,Y,Yes,17,3,3,80,0,31,4,4,4,5,0,1
28,Yes,Travel_Rarely,1182,Research & Development,8,2,Marketing,1,1804,3,Male,58,2,2,Manufacturing Director,3,Single,4987,8189,0,Y,Yes,11,3,3,80,1,7,2,2,0,0,1,1
25,No,Travel_Rarely,452,Human Resources,1,1,Technical Degree,1,57,4,Male,48,2,1,Human Resources,3,Married,13244,18993,1,Y,No,17,3,2,80,0,24,2,4,9,4,2,2
30,Yes,Travel_Rarely,434,Sales,19,3,Life Sciences,1,885,2,Female,43,4,1,Sales Executive,3,Divorced,3133,23730,3,Y,Yes,13,3,1,80,0,17,3,3,1,1,0,7
46,No,Travel_Rarely,561,Human Resources,7,4,Medical,1,2037,2,Male,60,4,2,Sales Executive,1,Divorced,4437,20630,1,Y,No,15,3,2,80,1,8,2,3,8,7,6,0
44,No,Travel_Rarely,1148,Sales,20,2,Life Sciences,1,1124,3,Male,40,3,2,Research Director,4,Married,11365,10914,1,Y,No,11,3,4,80,0,6,5,3,4,3,4,7
33,Yes,Travel_Rarely,1361,Research & Development,22,3,Medical,1,1774,1,Male,48,3,2,Research Scientist,3,Divorced,9390,5340,1,Y,Yes,20,3,3,80,0,19,2,3,1,4,0,2
26,No,Travel_Rarely,1055,Research & Development,2,3,Medical,1,1262,3,Male,94,3,1,Sales Executive,4,Divorced,5289,13438,6,Y,No,17,3,2,80,3,4,5,3,6,0,1,9
41,No,Travel_Rarely,1153,Human Resources,25,3,Other,1,572,4,Male,85,3,1,Manufacturing Director,1,Married,1632,15494,6,Y,No,17,3,1,80,0,25,2,3,25,1,1,3
28,No,Travel_Rarely,993,Research & Development,20,3,Life Sciences,1,992,2,Female,91,3,4,Research Scientist,3,Married,8845,23666,4,Y,No,12,3,3,80,1,6,2,3,5,8,0,14
51,No,Travel_Rarely,663,Research & Development,6,2,Medical,1,261,4,Male,100,3,2,Research Director,2,Married,5553,13912,2,Y,No,14,3,3,80,2,0,3,3,8,15,0,2
32,No,Travel_Rarely,833,Research & Development,8,2,Medical,1,1465,2,Male,55,3,1,Human Resources,1,Single,8442,23741,3,Y,No,11,3,2,80,0,9,2,3,6,0,0,1
53,Yes,Travel_Rarely,283,Research & Development,25,2,Life Sciences,1,1019,1,Male,83,3,1,Research Scientist,3,Single,7895,4347,2,Y,Yes,13,3,2,80,0,9,5,2,1,3,7,4
25,No,Non-Travel,1166,Sales,1,4,Marketing,1,1108,4,Female,40,3,2,Manufacturing Director,1,Divorced,17275,23036,0,Y,No,13,3,3,80,0,33,2,3,22,0,1,7
33,No,Travel_Frequently,1365,Research & Development,1,4,Medical,1,1672,3,Male,71,3,2,Sales Executive,2,Married,8230,24779,1,Y,No,14,3,2,80,1,3,2,3,5,5,6,4
29,No,Travel_Rarely,102,Research & Development,4,3,Life Sciences,1,159,2,Male,73,4,2,Manufacturing Director,4,Married,4031,6151,0,Y,No,15,4,3,80,1,6,3,2,2,2,5,0
37,No,Travel_Frequently,370,Research & Development,9,2,Life Sciences,1,720,3,Female,92,3,3,Sales Executive,4,Married,2364,15689,9,Y,No,12,3,2,80,0,17,3,3,9,12,4,0
36,No,Travel_Rarely,1420,Research & Development,10,3,Marketing,1,1005,2,Female,51,3,1,Sales Executive,3,Single,3909,3807,4,Y,No,15,3,4,80,0,7,0,3,0,8,2,4
33,Yes,Travel_Rarely,572,Sales,2,2,Life Sciences,1,301,2,Male,62,2,1,Sales Representative,3,Single,2156,3208,4,Y,Yes,12,3,3,80,1,12,0,3,3,0,7,1
19,No,Travel_Frequently,1256,Research & Development,1,2,Technical Degree,1,886,2,Male,84,3,1,Laboratory Technician,1,Single,19999,10835,5,Y,No,12,3,4,80,2,12,2,3,8,1,2,4
43,No,Travel_Rarely,455,Research & Development,11,4,Marketing,1,1922,3,Female,60,2,2,Research Scientist,3,Divorced,16668,13300,1,Y,No,11,3,2,80,1,10,2,2,0,0,0,1
33,No,Non-Travel,569,Research & Development,3,4,Medical,1,1149,3,Male,41,3,1,Manufacturing Director,3,Divorced,1746,12174,1,Y,No,13,3,3,80,0,10,4,3,4,7,6,2
41,No,Travel_Rarely,650,Sales,9,5,Life Sciences,1,192,4,Male,94,3,1,Sales Executive,2,Divorced,9104,4972,2,Y,Yes,14,3,1,80,0,8,3,3,1,2,1,4
45,No,Travel_Rarely,442,Research & Development,21,3,Medical,1,1074,1,Female,58,3,4,Research Scientist,2,Married,8710,14648,4,Y,No,15,3,2,80,2,22,4,3,5,12,8,8
29,No,Travel_Rarely,124,Research & Development,3,1,Medical,1,1766,4,Female,88,4,2,Sales Executive,4,Married,19999,2148,0,Y,No,15,3,1,80,2,2,3,2,9,3,1,1
28,No,Travel_Rarely,1315,Research & Development,1,4,Marketing,1,1434,4,Female,84,3,1,Sales Executive,4,Divorced,8846,22100,5,Y,No,17,3,2,80,0,5,4,1,7,1,3,0
28,No,Travel_Rarely,995,Research & Development,7,3,Medical,1,1342,2,Female,30,3,2,Research Scientist,2,Divorced,2335,20906,1,Y,No,12,3,2,80,0,16,3,2,8,0,1,7
32,No,Travel_Rarely,859,Sales,10,3,Marketing,1,1761,2,Female,62,2,1,Laboratory Technician,2,Married,6320,20580,0,Y,No,12,3,4,80,1,7,4,3,19,7,0,3
52,No,Travel_Rarely,1335,Research & Development,23,1,Marketing,1,1508,4,Male,63,3,2,Healthcare Representative,4,Single,7657,10718,1,Y,No,15,3,3,80,2,9,2,3,4,3,0,9
34,No,Travel_Frequently,539,Research & Development,11,4,Life Sciences,1,1988,2,Female,97,3,1,Manufacturing Director,2,Married,17257,23481,1,Y,Yes,13,3,2,80,1,11,2,2,9,2,0,6
41,No,Travel_Rarely,1108,Sales,5,1,Life Sciences,1,1948,1,Male,95,2,2,Sales Executive,3,Divorced,5455,5996,3,Y,No,17,3,3,80,1,7,1,2,12,8,1,7
49,No,Travel_Rarely,567,Research & Development,8,1,Other,1,684,3,Male,45,2,2,Research Scientist,3,Married,2898,12182,1,Y,Yes,20,3,3,80,0,28,3,2,5,2,14,3
36,No,Travel_Rarely,250,Research & Development,16,3,Life Sciences,1,1343,3,Female,88,3,1,Research Scientist,3,Divorced,18949,19990,8,Y,No,14,3,2,80,2,3,0,3,9,8,0,2
49,No,Travel_Rarely,596,Research & Development,14,3,Medical,1,1801,2,Female,67,3,2,Sales Executive,4,Divorced,5723,19066,2,Y,No,25,3,4,80,1,8,4,3,5,1,1,8
33,No,Travel_Frequently,1017,Sales,11,4,Medical,1,892,1,Female,70,2,1,Sales Executive,4,Married,17470,20174,1,Y,No,14,3,3,80,3,5,3,3,3,2,0,13
31,Yes,Travel_Frequently,1102,Sales,12,1,Technical Degree,1,1505,2,Male,86,3,1,Human Resources,1,Single,2106,9344,0,Y,Yes,11,3,2,80,0,5,2,3,17,3,0,0
37,No,Travel_Rarely,1375,Research & Development,4,3,Marketing,1,1302,3,Male,90,2,2,Research Scientist,4,Single,5755,9550,5,Y,No,19,3,3,80,0,5,2,2,7,10,0,0
37,Yes,Travel_Rarely,1320,Research & Development,26,3,Human Resources,1,60,3,Male,48,3,1,Laboratory Technician,3,Divorced,4785,4253,1,Y,Yes,20,3,4,80,0,5,2,3,0,0,1,2
60,No,Travel_Rarely,272,Research & Development,10,2,Medical,1,1782,1,Female,76,2,1,Healthcare Representative,3,Married,19013,13208,1,Y,Yes,16,3,3,80,3,7,3,3,4,15,1,3
41,No,Travel_Rarely,1104,Sales,4,1,Life Sciences,1,1730,3,Male,71,3,1,Sales Representative,3,Divorced,3413,8165,4,Y,Yes,14,3,4,80,1,14,5,3,1,0,0,6
30,No,Travel_Rarely,953,Research & Development,10,2,Human Resources,1,1649,4,Male,93,2,2,Research Scientist,2,Married,2805,14928,0,Y,No,18,3,2,80,2,5,3,2,13,1,2,7
29,No,Travel_Rarely,1460,Sales,22,3,Other,1,1455,2,Male,41,3,2,Sales Executive,3,Married,5090,8724,1,Y,No,14,3,4,80,0,19,2,2,5,9,6,2
23,No,Travel_Rarely,512,Research & Development,7,4,Other,1,374,1,Female,62,2,2,Laboratory Technician,1,Married,17047,11478,3,Y,Yes,16,3,4,80,1,19,0,3,8,11,1,4
51,No,Travel_Rarely,1095,Research & Development,1,2,Life Sciences,1,180,2,Female,57,3,1,Manager,2,Married,6346,24336,3,Y,No,16,3,3,80,0,30,2,3,19,9,9,3
38,No,Travel_Rarely,1435,Research & Development,5,3,Technical Degree,1,1365,4,Female,30,3,1,Manufacturing Director,3,Single,19143,21433,0,Y,No,13,3,3,80,0,12,3,3,11,2,0,7
49,Yes,Travel_Rarely,667,Research & Development,24,2,Technical Degree,1,973,4,Male,96,2,1,Research Scientist,4,Single,5293,26999,0,Y,Yes,19,3,3,80,1,26,2,1,2,0,0,3
31,No,Travel_Rarely,1345,Sales,2,1,Medical,1,1237,2,Male,35,3,1,Healthcare Representative,3,Married,6250,15265,1,Y,No,17,3,3,80,1,1,2,3,7,7,1,8
33,Yes,Travel_Rarely,610,Research & Development,4,4,Life Sciences,1,1220,4,Male,46,3,1,Laboratory Technician,1,Married,4997,24783,4,Y,Yes,16,3,1,80,0,12,5,3,12,9,0,7
38,No,Travel_Rarely,1036,Research & Development,7,2,Technical Degree,1,641,3,Male,54,3,1,Sales Executive,3,Married,18938,24238,3,Y,No,15,3,1,80,2,9,2,3,1,5,1,1
32,No,Travel_Rarely,1285,Research & Development,1,3,Life Sciences,1,1303,1,Female,58,3,1,Research Scientist,1,Single,4658,19970,1,Y,No,13,3,1,80,0,8,2,3,7,0,1,0
35,Yes,Travel_Rarely,1441,Sales,9,3,Technical Degree,1,1102,1,Male,89,3,2,Sales Executive,4,Married,2467,7613,2,Y,Yes,12,3,4,80,0,8,4,3,3,0,0,4
32,No,Travel_Rarely,372,Research & Development,3,3,Marketing,1,2058,3,Male,43,2,2,Sales Executive,2,Divorced,6773,22662,1,Y,No,16,3,3,80,0,3,1,3,14,9,0,3
43,No,Travel_Rarely,406,Research & Development,6,4,Medical,1,1049,1,Male,72,3,2,Healthcare Representative,4,Married,2615,5114,1,Y,No,12,3,4,80,1,18,4,3,5,13,14,0
36,Yes,Travel_Rarely,186,Research & Development,9,3,Marketing,1,1525,4,Male,41,3,2,Manager,2,Single,3621,6369,1,Y,Yes,16,3,1,80,1,10,2,3,6,1,1,2
24,No,Travel_Rarely,772,Research & Development,8,1,Other,1,248,4,Female,39,3,1,Sales Executive,3,Divorced,3199,26421,4,Y,No,11,3,4,80,0,17,3,4,7,6,5,7
24,No,Travel_Rarely,843,Research & Development,6,4,Marketing,1,1549,3,Female,67,3,2,Sales Representative,3,Divorced,2690,22829,1,Y,No,13,3,3,80,1,5,3,4,2,0,7,1
52,No,Travel_Rarely,367,Research & Development,10,3,Marketing,1,180,4,Male,67,3,2,Laboratory Technician,1,Single,19999,10639,0,Y,No,18,3,4,80,1,24,2,3,7,2,8,7
53,No,Travel_Frequently,954,Sales,16,3,Marketing,1,973,3,Female,50,3,1,Sales Executive,2,Married,6222,8579,3,Y,No,11,3,3,80,0,0,2,3,4,8,2,2
28,No,Travel_Rarely,759,Research & Development,7,5,Life Sciences,1,1223,4,Male,62,4,1,Research Scientist,2,Single,5333,20038,6,Y,No,21,3,4,80,2,10,3,3,3,7,0,3
37,No,Travel_Rarely,350,Research & Development,2,4,Medical,1,1014,1,Female,56,1,5,Research Scientist,2,Married,6736,22314,3,Y,No,18,3,4,80,0,28,1,2,12,0,0,3
29,No,Non-Travel,664,Research & Development,4,3,Medical,1,187,1,Male,92,3,2,Research Director,4,Married,3379,24676,7,Y,No,15,3,3,80,0,9,5,3,5,7,1,7
55,No,Travel_Rarely,1361,Research & Development,19,4,Life Sciences,1,543,2,Female,71,3,1,Manager,3,Single,18672,18376,1,Y,No,11,4,4,80,0,7,2,3,0,3,7,7
47,No,Travel_Rarely,1098,Research & Development,10,3,Life Sciences,1,1227,2,Male,85,3,3,Sales Executive,4,Married,11488,4726,1,Y,Yes,21,3,3,80,1,0,3,2,19,4,0,6
37,Yes,Travel_Rarely,1008,Sales,24,1,Marketing,1,1827,4,Female,79,3,1,Manufacturing Director,1,Divorced,1009,24507,6,Y,Yes,14,3,4,80,1,10,2,3,4,9,0,9
49,No,Travel_Rarely,1354,Research & Development,19,3,Life Sciences,1,707,4,Female,41,3,1,Manager,3,Married,9922,3008,1,Y,No,15,3,4,80,0,5,3,3,11,4,6,1
53,No,Travel_Rarely,789,Research & Development,8,1,Medical,1,1700,4,Male,30,1,4,Sales Representative,3,Married,4265,26999,6,Y,Yes,19,4,2,80,0,9,2,4,14,9,1,0
39,No,Travel_Rarely,1117,Research & Development,1,3,Medical,1,1665,4,Male,60,1,1,Manufacturing Director,3,Married,10856,8017,3,Y,Yes,13,3,3,80,3,33,2,2,3,0,0,8
40,Yes,Travel_Rarely,590,Sales,26,3,Life Sciences,1,788,2,Male,89,3,1,Sales Representative,3,Single,9972,24868,0,Y,Yes,11,3,4,80,2,4,2,3,10,4,0,16
22,No,Non-Travel,205,Research & Development,8,2,Life Sciences,1,520,4,Male,50,2,1,Research Scientist,3,Married,2777,5414,4,Y,Yes,20,3,3,80,0,34,1,2,8,7,3,3
32,No,Travel_Rarely,202,Research & Development,20,4,Medical,1,1875,2,Female,39,3,1,Research Scientist,3,Married,4851,24564,3,Y,No,14,3,1,80,2,25,5,3,9,3,0,0
33,Yes,Travel_Frequently,341,Research & Development,13,2,Medical,1,1903,3,Male,59,3,3,Manufacturing Director,1,Married,1009,16290,1,Y,Yes,12,3,2,80,0,4,4,2,11,8,0,3
31,No,Travel_Rarely,525,Research & Development,3,3,Medical,1,1110,3,Female,32,3,3,Healthcare Representative,2,Single,9933,21638,2,Y,No,16,3,2,80,1,18,3,4,7,7,1,0
38,No,Travel_Rarely,848,Research & Development,21,1,Life Sciences,1,1502,1,Female,70,3,4,Sales Executive,4,Married,3330,10525,1,Y,No,20,3,4,80,0,6,3,3,5,8,7,8
32,No,Travel_Rarely,237,Research & Development,1,2,Marketing,1,759,3,Male,45,4,1,Sales Executive,4,Married,2891,22217,1,Y,Yes,13,3,3,80,1,4,4,3,0,6,12,7
34,No,Travel_Rarely,1005,Research & Development,12,2,Technical Degree,1,1332,2,Male,48,4,1,Research Scientist,2,Married,2027,8679,1,Y,No,15,3,2,80,1,3,6,3,0,0,7,17
41,No,Travel_Rarely,943,Research & Development,3,3,Life Sciences,1,1380,4,Male,49,3,1,Healthcare Representative,3,Married,1391,15242,2,Y,No,13,3,3,80,0,11,3,3,12,8,0,8
46,No,Non-Travel,667,Research & Development,20,1,Medical,1,282,4,Female,46,3,2,Manager,4,Married,13834,23223,4,Y,No,19,3,4,80,0,15,2,3,0,2,2,7
39,No,Travel_Rarely,253,Sales,7,3,Medical,1,435,1,Male,31,3,2,Laboratory Technician,4,Married,3016,7548,2,Y,No,12,3,4,80,1,21,2,3,0,3,11,11
39,No,Travel_Frequently,439,Human Resources,7,3,Life Sciences,1,1756,3,Female,62,3,1,Manufacturing Director,1,Divorced,6964,6779,1,Y,No,22,3,4,80,1,7,3,3,16,12,1,1
33,No,Non-Travel,457,Research & Development,15,1,Medical,1,1944,3,Male,97,3,2,Manufacturing Director,1,Divorced,6532,18216,1,Y,No,13,3,3,80,0,5,3,3,15,0,1,1
39,Yes,Travel_Rarely,945,Research & Development,7,4,Marketing,1,1653,4,Male,86,4,1,Laboratory Technician,1,Divorced,1626,11289,1,Y,Yes,14,3,1,80,1,15,3,3,3,2,7,11
30,No,Travel_Rarely,975,Research & Development,8,1,Medical,1,1905,3,Male,36,2,1,Sales Executive,3,Divorced,4206,25751,1,Y,No,18,3,4,80,0,8,2,2,9,1,0,1
60,No,Travel_Rarely,539,Research & Development,1,2,Life Sciences,1,1153,4,Male,57,2,2,Research Scientist,4,Single,9454,23415,1,Y,Yes,21,3,4,80,0,5,0,3,11,5,0,2
50,No,Travel_Rarely,768,Research & Development,27,4,Human Resources,1,788,2,Male,97,1,4,Sales Executive,1,Married,2474,10141,3,Y,No,12,3,2,80,3,25,2,3,7,0,2,7
23,No,Non-Travel,1029,Research & Development,4,3,Life Sciences,1,938,1,Female,85,3,2,Manufacturing Director,3,Married,5648,15017,1,Y,No,21,3,1,80,1,0,5,3,4,3,0,4
26,No,Travel_Frequently,746,Research & Development,1,3,Other,1,830,3,Female,48,3,1,Sales Executive,4,Married,19557,18297,0,Y,No,12,4,2,80,1,6,3,3,18,2,1,2
28,No,Travel_Rarely,634,Research & Development,10,1,Life Sciences,1,1116,2,Female,48,4,1,Human Resources,4,Married,4549,2221,6,Y,Yes,20,3,4,80,0,16,4,4,9,0,1,0
32,No,Travel_Rarely,1234,Sales,7,3,Life Sciences,1,1338,4,Male,62,2,2,Sales Executive,2,Single,6894,16484,3,Y,No,13,3,3,80,0,13,2,3,9,1,2,7
41,No,Travel_Rarely,138,Sales,1,2,Medical,1,1705,3,Male,55,3,3,Sales Executive,2,Married,1453,23572,2,Y,No,11,3,3,80,2,3,2,3,6,5,1,2
26,No,Travel_Frequently,1160,Research & Development,1,2,Medical,1,1,3,Male,64,3,2,Healthcare Representative,3,Married,5509,24560,3,Y,Yes,14,3,4,80,1,27,0,2,4,4,8,0
36,Yes,Travel_Rarely,536,Research & Development,2,2,Medical,1,1599,2,Male,64,3,2,Laboratory Technician,4,Single,3634,6331,8,Y,Yes,18,3,3,80,0,4,3,3,1,6,1,0
34,No,Travel_Rarely,663,Human Resources,5,4,Life Sciences,1,1964,4,Male,83,3,3,Research Scientist,4,Married,2050,20955,1,Y,No,19,3,2,80,1,0,3,1,6,8,1,7
31,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,1688,4,Female,72,3,5,Sales Executive,3,Single,2618,8748,1,Y,No,13,3,4,80,0,2,3,3,4,4,8,6
48,No,Travel_Rarely,1175,Research & Development,24,2,Life Sciences,1,1680,4,Female,73,4,1,Sales Representative,4,Single,8548,16371,2,Y,No,13,3,2,80,1,4,2,3,4,8,2,10
32,Yes,Travel_Rarely,680,Sales,13,5,Technical Degree,1,299,1,Male,66,2,2,Laboratory Technician,4,Married,5973,17769,4,Y,Yes,16,4,2,80,1,13,2,3,0,8,2,2
38,No,Travel_Rarely,1343,Research & Development,24,2,Medical,1,1268,3,Male,85,4,2,Manager,4,Married,4434,19152,0,Y,Yes,14,3,4,80,0,9,5,3,21,1,1,0
32,Yes,Travel_Rarely,476,Research & Development,29,2,Marketing,1,834,1,Male,58,3,5,Research Scientist,1,Single,3999,15559,2,Y,No,12,3,2,80,1,0,1,3,0,2,1,0
50,No,Travel_Rarely,314,Sales,15,3,Marketing,1,255,2,Male,32,4,2,Healthcare Representative,2,Married,12826,22896,1,Y,No,13,3,1,80,1,22,1,2,4,0,2,3
42,No,Travel_Rarely,1488,Sales,6,3,Life Sciences,1,865,3,Male,30,2,2,Sales Representative,1,Single,11247,8521,9,Y,No,15,3,2,80,1,9,3,3,6,1,0,0
38,No,Travel_Rarely,1460,Sales,1,3,Life Sciences,1,1655,4,Male,81,3,5,Manufacturing Director,4,Married,1009,11604,1,Y,Yes,16,4,3,80,1,13,2,4,29,8,3,3
27,No,Travel_Rarely,915,Research & Development,2,3,Marketing,1,1231,3,Male,87,2,2,Research Scientist,3,Married,18958,19995,1,Y,No,15,3,4,80,2,7,4,4,1,4,2,10
33,No,Travel_Frequently,1363,Sales,9,3,Life Sciences,1,529,3,Female,57,3,1,Laboratory Technician,3,Married,7881,5582,2,Y,No,14,3,4,80,0,4,3,4,9,2,4,4
31,No,Travel_Rarely,679,Research & Development,2,4,Marketing,1,486,1,Female,31,3,2,Research Scientist,3,Single,2830,6733,7,Y,No,21,3,3,80,1,6,3,1,8,2,1,0
38,No,Travel_Rarely,1087,Research & Development,26,1,Technical Degree,1,415,3,Male,77,3,2,Manager,2,Married,1288,22241,1,Y,No,14,3,2,80,0,7,2,3,1,2,11,1
31,Yes,Non-Travel,883,Research & Development,10,4,Life Sciences,1,1663,3,Female,76,3,3,Human Resources,3,Single,9737,23534,6,Y,Yes,11,3,1,80,1,23,3,2,4,0,1,1
52,No,Travel_Rarely,1312,Research & Development,2,1,Life Sciences,1,980,3,Female,86,3,1,Manager,3,Single,1952,15895,1,Y,No,14,4,3,80,0,23,2,3,5,6,2,3
38,No,Travel_Frequently,267,Human Resources,16,3,Medical,1,512,4,Male,53,4,1,Sales Executive,1,Single,5303,2556,4,Y,Yes,11,4,3,80,2,30,4,3,7,4,4,6
44,No,Travel_Rarely,1396,Sales,10,1,Life Sciences,1,82,4,Male,88,3,2,Laboratory Technician,2,Married,3875,23687,2,Y,No,19,3,3,80,1,12,2,4,3,2,1,3
